usaf,wban,name,country,state,call,lat,lon,elev,begin,end
85220,99999,FUNCHAL,PO,,,32.633,-16.9,56,19310101,20180807
85350,99999,LISBOA/GEOF,PO,,,38.717,-9.15,95,19901101,20180807
85380,99999,SAGRES,PO,,,37,-8.95,25,19480114,20020519
85410,99999,SINES/MONTES CHAOS,PO,,,37.95,-8.867,103,19890422,20180807
85420,99999,SINES,PO,,,37.95,-8.883,16,19800401,19810331
85440,99999,OVAR/MACEDA,PO,,,40.917,-8.633,22,19901101,20180807
85460,99999,PORTO/SERRA DO PILAR,PO,,,41.133,-8.6,100,19901006,20080403
85490,99999,COIMBRA,PO,,,40.2,-8.417,140,19480111,20170303
85500,99999,CORUCHE  CRUZ DO LE?O,PO,,,39.067,-8.4,167,20040523,20060323
85660,99999,VILA REAL,PO,,,41.317,-7.733,481,19570101,19920324
85710,99999,PORTALEGRE,PO,,,39.283,-7.417,590,19480112,20180807
85790,99999,LISBOA/GAGO COUTINHO,PO,,,38.767,-9.133,105,19840502,20180807
85830,99999,MINDELO,CV,,,16.833,-25.05,20,19310103,20180807
85890,99999,PRAIA,CV,,,14.933,-23.483,95,19330309,20180807
89140,99999,CANDANCHU  'ETUKSA',SP,,,42.783,-0.533,1560,20031016,20031016
89170,99999,SALLENT DE GALLEGO   'FURCO',SP,,,42.767,-0.383,1855,20060201,20060201
89200,99999,SALLENT DE GALLEGO   'RESPOMU,SP,,,42.817,-0.3,2145,20051101,20051101
89220,99999,PANTICOSA  'REFUGIO CASA PIED,SP,,,42.767,-0.233,1645,20050111,20180205
89480,99999,VALLTER 2000,SP,,,42.433,2.267,2167,20031017,20051128
89600,99999,VALDELINARES  'ESQUI',SP,,,40.383,-0.633,1955,20031222,20031222
90910,99999,ARKONA (CAPE)     &,GM,,,54.683,13.433,42,19750701,20020729
91620,99999,SCHWERIN          &,GM,,,53.633,11.417,59,19750701,19920517
91770,99999,TETEROW           &,GM,,,53.767,12.617,46,19750701,19911031
92490,99999,BOIZENBURG (AUT)  &,GM,,,53.383,10.717,45,19750701,19911031
92700,99999,NEURUPPIN         &,GM,,,52.9,12.817,38,19750701,19911031
92770,99999,NEUGLOBSOW,GM,,,53.15,13.033,62,19910206,19911031
92790,99999,NEUSTRELITZ       &,GM,,,53.35,13.083,64,19750701,20010803
92791,99999,NEUSTRELITZ,GM,,,53.367,13.083,83,19520101,19561231
92910,99999,ANGERMUENDE,GM,,,53.017,14,48,19750701,19911031
93850,99999,BERLIN/SCHONEFELD,GM,,,52.383,13.517,48,19750401,19920517
93930,99999,LINDENBERG        &,GM,,,52.217,14.117,98,19750701,19920503
94490,99999,LEINEFELDE (AUT)  &,GM,,,51.383,10.317,354,19750701,19911031
94530,99999,BROCKEN (PEAK),GM,,,51.8,10.617,1142,19750701,19911031
94740,99999,WITTENBERG        &,GM,,,51.883,12.65,104,19750701,19911031
94900,99999,DOBERLUG/KIRCHHAIN&,GM,,,51.65,13.583,97,19750701,20011009
95480,99999,MEININGEN         &,GM,,,50.55,10.367,448,19790101,19911031
95490,99999,GROSSER INSELSBERG&,GM,,,50.85,10.467,944,19750701,19780831
95570,99999,NEUHAUS,GM,,,50.5,11.15,850,19900206,19911031
95580,99999,SONNEBERG/NEUFANG &,GM,,,50.383,11.183,630,19750701,19911031
100200,99999,LIST/SYLT,GM,,,55.017,8.417,26,19730101,20071231
100440,99999,KIEL (LGT-H/AUT),GM,,,54.5,10.283,21,19730101,20071231
100450,99999,KIEL/KRONSHAGEN,GM,,,54.333,10.1,19,19730101,19900301
100451,99999,KIEL/KRONSHAGEN,GM,,,54.333,10.1,19,19340101,19390622
100910,99999,ARKONA (CAPE),GM,,,54.683,13.433,41,19570101,20071231
101230,99999,WANGEROGGE ISLAND,GM,,,53.8,7.9,29,19870320,20081027
101240,99999,ALTE WESER (LGT-H),GM,,,53.867,8.132,32,19800307,20071231
101330,99999,SAINT MICHAELISDONN,GM,,,53.983,9.15,41,20031203,20040614
101460,99999,QUICKBORN,GM,,,53.733,9.883,17,19821111,20121231
101480,99999,HAMBURG-STADT,GM,,,53.55,9.967,22,20140930,20160113
101500,99999,DOERNICK,GM,,,54.167,10.35,28,20010707,20121231
101610,99999,BOLTENHAGEN,GM,,,54,11.2,17,19730101,20071231
101620,99999,SCHWERIN,GM,,,53.633,11.417,68,19570101,20071231
101680,99999,GOLDBERG (AUT),GM,,,53.6,12.1,58,19911101,20071231
102150,99999,OLDENBURG,GM,,,53.183,8.167,20,19730101,20121001
102180,99999,AHLHORN(GAFB),GM,,,52.883,8.233,56,19730101,20020114
102350,99999,SOLTAU,GM,,,53,9.833,77,19730101,20071231
102490,99999,BOIZENBURG (AUT),GM,,,53.4,10.683,46,19570101,20071231
102620,99999,WEISEN B WITTENBERGE,GQ,,,53.033,11.8,24.1,19570101,19750707
102640,99999,MARNITZ (AUT),GM,,,53.317,11.933,87,19911101,20071231
102670,99999,KYRITZ (AUT),GM,,,52.933,12.417,40,19911101,20071231
102730,99999,BASEPOHL,GM,,,53.733,12.933,53,19920430,20031231
102770,99999,NEUGLOBSOW,GM,,,53.15,13.033,62,19911003,20050531
102790,99999,NEUSTRELITZ,GQ,,,53.35,13.083,64,19570101,19750730
102800,99999,NEUBRANDENBURG,GM,,,53.55,13.2,80,19911024,20050531
102820,99999,FELDBERG/MECLENBERG,GM,,,53.317,13.417,115,20060109,20060109
102860,99999,WOLDEGK,GM,,,53.467,13.617,118,19920601,19921231
102890,99999,GRUENOW (AUT),GM,,,53.317,13.933,57,19910709,20071231
102910,99999,ANGERMUENDE,GM,,,53.033,14,55,19570101,20071231
103090,99999,AHAUS,GM,,,52.083,6.95,46,20060710,20060809
103121,99999,MUNSTER/LODDENHEIDE,GM,,,51.933,7.65,17,19310102,19421231
103134,99999,MUNSTER/OSNABRUCK,GM,,,52.133,7.683,48,19771108,19881027
103180,99999,BORGHOLZHAUSEN,GM,,,52.117,8.283,305,19850227,20021122
103193,99999,PADERBORN/LIPPSTAD&,GM,,,51.617,8.617,217,19870302,19881026
103250,99999,BAD SALZUFLEN,GM,,,52.1,8.75,98,19730101,20071231
103280,99999,DETMOLD (UK-ARMY),GM,,,51.95,8.9,189,19740730,20010707
103370,99999,HILDESHEIM,GM,,,52.183,9.95,88,19730102,20021102
103371,99999,HILDESHEIM,GM,,,52.183,9.95,88,19341201,19421231
103560,99999,UMMENDORF(AUT),GM,,,52.167,11.183,163,19911025,20071231
103650,99999,GENTHIN (AUT),GM,,,52.383,12.167,39,19911022,20071231
103680,99999,WIESENBURG,GM,,,52.117,12.467,188,19911101,20071231
103800,99999,POTSDAM,GQ,,,52.383,13.05,70.1,19570101,19601231
103810,99999,BERLIN/DAHLEM,GM,,,52.467,13.3,51,19730101,20071231
103930,99999,LINDENBERG,GM,,,52.217,14.117,112,19570101,20071231
103940,99999,LINDENBERG,GM,,,52.217,14.117,101,20040714,20040714
103950,99999,TROLLENBERG-BEESKOW,GM,,,52.167,14.117,71,19920126,20030326
103960,99999,MANSCHNOW,GM,,,52.55,14.55,16,19911101,20071231
104020,99999,WILDENRATH(GAFB),GM,,,51.117,6.217,89,19730101,20030508
104264,99999,SOEST (UK-ARMY),GM,,,51.583,8.217,125,19830406,19900403
104270,99999,KAHLER ASTEN(MOUNT),GM,,,51.183,8.483,835,19590805,20071231
104330,99999,LUEGDE-PAENBRUCH,GM,,,51.867,9.267,260,20010711,20121231
104411,99999,EISENACH AFLD,GM,,,51,10.417,104,19390902,19411201
104440,99999,GOETTINGEN,GM,,,51.55,9.95,176,19730101,20071231
104481,99999,NORDHAUSEN AIRFIELD,GM,,,51.483,10.783,55,19370109,19431231
104530,99999,BROCKEN (PEAK),GM,,,51.8,10.617,1153,19570101,20071231
104700,99999,LEIPZIG /MOCKAU,GQ,,,51.4,12.417,131.1,19570601,19711130
104740,99999,WITTENBERG,GM,,,51.883,12.65,106,19570101,20071231
104790,99999,COLOMBERG,GQ,,,51.3,13.017,324.9,19570101,19750630
104900,99999,DOBERLUG/KIRCHHAIN,GM,,,51.65,13.583,100,19570101,20071231
104960,99999,COTTBUS,GM,,,51.783,14.317,69,19570101,20071231
104990,99999,GOERLITZ,GM,,,51.167,14.95,238,19570101,20071231
105010,99999,AACHEN,GM,,,50.783,6.1,202,19730101,20071231
105040,99999,EIFEL,GM,,,50.65,6.283,572,20040501,20040501
105060,99999,NUERBURG-BARWEILER,GM,,,50.367,6.867,488,19950401,20121231
105090,99999,BUTZWEILERHOF(BAFB),GM,,,50.983,6.9,49,19780901,19950823
105100,99999,NUERBURG,GM,,,50.333,6.95,626,19730101,19921231
105180,99999,BONN-HARDTHOEHE,GM,,,50.7,7.033,160,19750523,20031030
105190,99999,BONN-ROLEBER,GM,,,50.733,7.2,162,20010705,20121231
105320,99999,GIESSEN,GM,,,50.583,8.7,186,19730101,20071231
105330,99999,GIESSEN (USA-HP),GM,,,50.6,8.733,152,19810902,19820412
105350,99999,WAHLEN (AUT),GM,,,50.817,9.133,320,19760324,20071231
105360,99999,FULDA(USA\AF),GM,,,50.55,9.65,305,19600908,20021225
105490,99999,GROSSER INSELSBERG,GQ,,,50.85,10.467,920.2,19570101,19750630
105580,99999,SONNEBERG/NEUFANG,GM,,,50.383,11.183,630,19570101,20071231
105770,99999,CHEMNITZ,GM,,,50.8,12.867,420,19570101,20071231
105790,99999,MARIENBERG,GM,,,50.65,13.15,640,19911101,20071231
105820,99999,ZINNWALD/GEORGENFE,GM,,,50.733,13.75,882,19911008,20071231
105910,99999,LICHTENHAIN-MITTELD,GM,,,50.933,14.217,300,19911101,20071231
106150,99999,DEUSELBACH,GM,,,49.767,7.05,479,19730101,20071231
106265,99999,BAD KREUZNACH AAF &,GM,,,49.85,7.883,103,19730102,19881027
106280,99999,GEISENHEIM,GM,,,49.983,7.95,123,19830503,20121231
106291,99999,KEMPTEN AM RHEIN,GM,,,49.967,7.933,26,19380601,19411231
106350,99999,KLEINER FELDBERG,GM,,,50.217,8.45,805,19570101,20071231
106380,99999,MAURICE ROSE(USAHP),GM,,,50.183,8.65,104,19920601,20030516
106390,99999,LANGEN,GM,,,50.017,8.667,135,19730101,19971005
106410,99999,OFFENBACH WETTERPAR,GM,,,50.083,8.783,119,20050722,20050808
106580,99999,BAD KISSINGEN,GM,,,50.2,10.083,224,19730101,20071231
106590,99999,KITZINGEN(US ARMY),GM,,,49.75,10.2,210,19590812,20011119
106875,99999,ERLANGEN (USA-AF),GM,,,49.583,11.033,282,19470630,19731121
107020,99999,KARLSRUHE/BADEN-B,GM,,,48.783,8.083,124,19860107,20010918
107090,99999,SAARBRUECKEN,GM,,,49.25,6.933,213,20041123,20041123
107140,99999,ZWEIBRUECKEN,GM,,,49.217,7.4,353,19570101,20030329
107220,99999,KARLSRUHE/BADEN-BAD,GM,,,48.783,8.083,135,19570101,19930526
107240,99999,WEINBIET (AUT),GM,,,49.383,8.117,553,19730101,20071231
107250,99999,BADEN-OOS,GM,,,48.8,8.183,126,19770803,20020311
107340,99999,HEIDELBERG AAF,GM,,,49.4,8.65,109,19570101,20090925
107350,99999,SINSHEIM (AUT),GM,,,49.25,8.883,169,19870904,20050531
107360,99999,MUEHLACKER (AUT),GM,,,48.967,8.867,244,19790314,20071231
107370,99999,STUTTGART,GM,,,48.767,9.183,305,19730101,20030425
107420,99999,OEHRINGEN,GM,,,49.217,9.517,276,19730101,20071231
107640,99999,FEUCHT(USA\AF),GM,,,49.383,11.167,386,19680117,20030729
107880,99999,STRAUBING,GM,,,48.833,12.567,360,19730102,20121231
108150,99999,FREUDENSTADT,GM,,,48.45,8.417,797,19730101,20071231
108320,99999,TUERKHEIM,GM,,,48.583,9.783,731,20040818,20040818
108350,99999,GOPPINGEN(US ARMY),GM,,,48.717,9.7,382,19730102,19750214
108401,99999,BAD WORISHOFEN-NORD,GM,,,48.017,10.617,191,19391001,19431231
108450,99999,LEIPHEIM(GAFB),GM,,,48.433,10.233,489,19370802,19940331
108500,99999,HARBURG (AUT),GM,,,48.783,10.7,457,19750822,20071231
108522,99999,AUGSBURG/MULHAUSEN,GM,,,48.433,10.933,461,19850205,19900108
108523,99999,AUGSBURG/MULHAUSEN,GM,,,48.433,10.933,461,19900111,19901029
108605,99999,SIEGENBERG G.R.(MIL,GM,,,48.75,11.8,404,19730108,19830322
108630,99999,WEIHENSTEPHAN-DURNA,GM,,,48.4,11.7,470,19890319,20121231
108650,99999,MUNICH,GM,,,48.133,11.55,520,19730101,20071231
108700,99999,MUNICH ARPT,GM,,,48.35,11.783,448,19920416,20071231
108750,99999,MUHLDORF,GM,,,48.283,12.5,401,19730101,20071231
109080,99999,FELDBERG/SCHWARZWAL,GM,,,47.883,8,1486,19570101,20071231
109353,99999,FRIEDRICHSHAFEN,GM,,,47.667,9.517,424,19880105,19881011
109460,99999,KEMPTEN/DURACH,GM,,,47.717,10.333,705,19730101,20071231
109480,99999,OBERSTDORF,GM,,,47.4,10.283,810,19730101,20030628
109530,99999,KAUFBEUREN(GAFB),GM,,,47.867,10.617,721,19360102,20030227
109630,99999,GARMISCH (USA-HP),GM,,,47.483,11.067,719,19730101,20071231
109820,99999,CHIEMING (AUT),GM,,,47.883,12.533,549,19761121,20071231
109973,99999,ALTENSTADT (GAM)  &,GM,,,47.833,10.867,739,19870119,19881027
110010,99999,WOLFSEGG,AU,,,48.1,13.667,615.6,19730715,20180801
110080,99999,ROHRBACH,AU,,,48.567,14,602,19761101,20180807
110130,99999,STADT HAAG/HEIMBERG,AU,,,48.117,14.617,408,20030120,20040827
110140,99999,KOENIGSWIESEN,AU,,,48.4,14.833,608,19730706,20041212
110160,99999,FREISTADT-FLUGFELD,AU,,,48.517,14.417,682,20010807,20031001
110180,99999,AMSTETTEN,AU,,,48.1,14.9,271,19650526,20180807
110190,99999,ALLENTSTEIG,AU,,,48.683,15.367,607,19940601,20180807
110210,99999,LITSCHAU,AU,,,48.95,15.033,556.7,19761021,20180807
110220,99999,RETZ,AU,,,48.767,15.95,323,19650526,20180807
110230,99999,GARS AM KAMP,AU,,,48.583,15.667,267,20140521,20160518
110240,99999,JAUERLING,AU,,,48.333,15.333,959,19730623,20180801
110250,99999,WEITRA,AU,,,48.7,14.883,471,20140521,20180807
110270,99999,STOCKERAU,AU,,,48.4,16.2,205.1,20080310,20180801
110280,99999,ST. POELTEN,AU,,,48.183,15.617,284,19520101,20050721
110380,99999,RAUCHENWARTH BEI SCHWECHAT,AU,,,48.067,16.533,205,19400411,19440831
110390,99999,SPITZERBERG AIRPORT,AU,,,48.1,16.933,183,19380101,20050517
110520,99999,FELDKIRCHEN,AU,,,48.067,13.067,550,20041018,20051008
110550,99999,SCHAERDING,AU,,,48.467,13.433,318,19941012,20180807
110590,99999,WELS/SCHLEISSHEIM,AU,,,48.167,14.067,314,20050928,20180801
110700,99999,KREMS,AU,,,48.417,15.617,204,20010919,20180807
110800,99999,WIEN/MARIABRUNN,AU,,,48.2,16.233,227,20031021,20180801
110810,99999,BADEN,AU,,,48,16.233,244,19910206,20100225
110830,99999,LEISER BERGE,AU,,,48.567,16.367,451,20040306,20180801
110850,99999,ZWERNDORF-MARCHEGG,AU,,,48.333,16.833,146,20040430,20180801
110900,99999,WEIN-DONAUFELD,AU,,,48.25,16.433,161,20140521,20180807
111010,99999,BREGENZ,AU,,,47.5,9.75,441.9,19650526,20180807
111030,99999,HOHENEMS/DORNBIRN FLUGFELD,AU,,,47.383,9.7,418,20010810,20040506
111060,99999,LAZ/MUTTERSBERG,AU,,,47.183,9.817,900,19761007,20031011
111090,99999,ST ANTON AM ARLBERG,AU,,,47.133,10.317,1275,19820301,20180807
111100,99999,GALZIG,AU,,,47.133,10.233,2080,19821030,20180801
111120,99999,LANDECK,AU,,,47.14,10.564,806.5,19650526,20180801
111150,99999,VILS BEI REUTTE,AU,,,47.567,10.6,832,19670613,19780204
111190,99999,SEEFELD,AU,,,47.317,11.183,1183.7,19670622,20180807
111270,99999,OBERGURGL,AU,,,46.867,11.033,1937,19840102,20180801
111300,99999,KUFSTEIN,AU,,,47.583,12.167,493,19650526,20180807
111320,99999,SAINT JOHANN/TIROL,AU,,,47.517,12.45,670,20030206,20030206
111350,99999,HAHNENKAMM/EHRENBACHHOEHE,AU,,,47.417,12.367,1763.6,19730101,20171027
111360,99999,KRIMML,AU,,,47.233,12.183,1010.7,19730704,20180801
111390,99999,ANNABERG IM LAMMERTAL,AU,,,47.55,13.433,885,20030227,20030227
111410,99999,BISCHOFSHOFEN,AU,,,47.4,13.217,548,19810303,20180807
111430,99999,ZELL AM SEE-FLUGFELD,AU,,,47.3,12.783,754,19790101,20040403
111450,99999,BAD GASTEIN,AU,,,47.117,13.133,1100,19730228,20041020
111520,99999,MATTSEE,AU,,,47.983,13.1,503,19730821,20180807
111560,99999,BAD ISCHL,AU,,,47.717,13.633,470,19730731,20070131
111610,99999,PRAEBICHL,AU,,,47.517,14.95,1214.2,19730821,20180807
111630,99999,STOLZALPE (MOUNT),AU,,,47.117,14.2,1305,19730821,20040914
111640,99999,ZIRBITZKOGEL,AU,,,47.067,14.56,2372,20050830,20050830
111680,99999,WALD AM SCHOBER,AU,,,47.45,14.667,849,20020331,20030304
111700,99999,LUNZ,AU,,,47.85,15.067,615,19730624,20180807
111720,99999,MARIAZELL,AU,,,47.767,15.317,875,19730101,20171224
111730,99999,FISHBACH,AU,,,47.45,15.65,1050,20060711,20180807
111740,99999,ST. MICHAEL/LEOBEN,AU,,,47.333,15,572,19850904,20130514
111800,99999,RAX/SEILBAHN-BERGSTATION,AU,,,47.717,15.783,1554,19770114,20180801
111810,99999,VOESLAU-FLUGFELD,AU,,,47.967,16.267,233,19390302,20021111
111820,99999,WIENER NEUSTADT,AU,,,47.833,16.217,285,19340501,20180807
111830,99999,SEMMERING,AU,,,47.633,15.817,960,19761101,20041108
111920,99999,KLEINZICKEN,AU,,,47.2,16.333,267,19780502,20180807
111940,99999,NEUSIEDL AM SEE,AU,,,47.95,16.85,132,19850102,20131231
111950,99999,PUNITZ/GUESSING FLUGFELD,AU,,,47.15,16.317,290,19810603,20050924
112020,99999,FELBERTAUERN/SUEDPORTAL,AU,,,47.117,12.5,1632,19810626,20040124
112030,99999,ISELSBERG,AU,,,46.85,12.867,1208,20040704,20050104
112040,99999,LIENZ,AU,,,46.833,12.817,666,19380401,20180807
112050,99999,LAVANT,AU,,,46.8,12.85,660,20040719,20050531
112110,99999,RADENTHEIN,AU,,,46.783,13.7,685,19751230,20030731
112120,99999,VILLACHERALPE,AU,,,46.6,13.667,2160,19650526,20180807
112140,99999,PREITENEGG,AU,,,46.933,14.917,1035,19650526,20180807
112250,99999,WEITENSFELD,AU,,,46.85,14.183,712.4,19761102,20180807
112270,99999,FELDKIRCHEN,AU,,,46.717,14.1,551,20080310,20180807
112280,99999,FRIESACH,AU,,,46.967,14.4,641.3,20141230,20180223
112330,99999,SAINT MICHAEL,AU,,,46.583,14.75,500,19761101,20051024
112340,99999,BAD EISENKAPPEL,AU,,,46.5,14.593,620,20040619,20180807
112360,99999,UEBELBACH/REICHERHOEHE,AU,,,47.233,15.233,999,20030221,20030819
112410,99999,SCHOECKL,AU,,,47.2,15.467,1442,19761101,20180807
112440,99999,BAD GLEICHENBERG,AU,,,46.867,15.9,282,20071016,20180807
112520,99999,VIRGEN,AU,,,47,12.45,1190,19940201,20180807
112550,99999,KOETSCHACH-MAUTHEN,AU,,,46.683,13,711,19901201,20180807
112630,99999,WEISSENSEE/GATSCHACH,AU,,,46.717,13.283,954,20040610,20180807
112720,99999,SPITTAL/DRAU,AU,,,46.783,13.483,542,20050815,20180807
112800,99999,MURAU,AU,,,47.117,14.183,813,19901201,20180807
112960,99999,LEIBNITZ,AU,,,46.767,15.55,265.7,20140521,20180807
113040,99999,BRAND,AU,,,47.1,9.733,1029,20140521,20180801
113070,99999,LANGEN/ARLBERG,AU,,,47.117,10.117,1221,20141211,20180413
113080,99999,WARTH,AU,,,47.25,10.183,1471,19910205,20180801
113140,99999,REUTTE AUTOM.,AU,,,47.5,10.733,852,20100225,20100225
113150,99999,HOLZGAU,AU,,,47.25,10.333,1140,20141024,20180413
113180,99999,BRUNNENKOGEL/OETZTALER ALPEN,AU,,,46.917,10.867,3429.5,20050218,20180801
113250,99999,JENBACH,AU,,,47.383,11.75,531.4,20091117,20180801
113280,99999,ACHENKIRCH,AU,,,47.517,11.7,904,20140521,20161004
113300,99999,MAYRHOFEN,AU,,,47.167,11.85,633,20140521,20180801
113310,99999,KLAGENFURT-FLUGHAFEFN,AU,,,46.633,14.317,450,20140521,20180801
113400,99999,SCHMITTENHOEHE,AU,,,47.333,12.733,1954.4,19900601,20180801
113420,99999,BAD GASTEIN/BOECKSTEIN,AU,,,47.1,13.117,1100,20010919,20100207
113490,99999,KATSCHBERG,AU,,,47.067,13.617,1637.3,20140521,20180801
113500,99999,SALZBURG/FREISAAL,AU,,,47.783,13.05,423,19941001,20180801
113510,99999,RAMSAU/DACHSTEIN,AU,,,47.433,13.633,1209.7,19911102,20180807
113540,99999,BAD GOISERN,AU,,,47.633,13.617,503,20010919,20160426
113550,99999,WINDISCHGARSTEN,AU,,,47.733,14.333,614,19900601,20180807
113560,99999,BAD AUSSEE,AU,,,47.617,13.75,747,19950102,20180807
113570,99999,ST. WOLFGANG,AU,,,47.733,13.45,537,19900601,20180807
113590,99999,GROEBMING,AU,,,47.433,13.9,765,20140521,20180807
113600,99999,IRDNING/GUMPENSTEIN,AU,,,47.5,14.1,707,19900601,20030731
113620,99999,KALWANG,AU,,,47.417,14.767,744,20040512,20180801
113650,99999,ZELTWEG/AUTOM. STAT.,AU,,,47.2,14.767,682,20091117,20180801
113720,99999,BAD GASTEIN,AU,,,47.1,13.133,1092,20141112,20180729
113750,99999,AFLENZ,AU,,,47.55,15.233,774,20091117,20180807
113820,99999,PUCHBERG,AU,,,47.783,15.9,582,19910401,20180807
113830,99999,SEMMERING,AU,,,47.617,15.817,985,19910217,20180807
113870,99999,SEIBERSDORF,AU,,,47.983,16.5,186,20040820,20180801
113890,99999,ST POELTEN LANDHAUS,AU,,,48.183,15.617,273,20071016,20180807
113900,99999,HARTBERG,AU,,,47.283,15.983,335,20091117,20180801
113930,99999,LUTZMANNSBURG,AU,,,47.467,16.667,199,20041214,20180801
113950,99999,ANDAU,AU,,,47.767,17.033,122,20091117,20180801
114180,99999,MARIANSKE LAZNE,EZ,,,49.917,12.717,541,19390901,20010907
114330,99999,KOPISTY,EZ,,,50.55,13.617,240,20080401,20090525
114570,99999,CHURANOV,EZ,,,49.067,13.617,1122.2,19730101,20180807
114650,99999,TEPLICE,EZ,,,50.65,13.8,228,19330503,20090617
115190,99999,PRAHA-KARLOV / KLEMENTINUM,EZ,,,50.067,14.433,254,19310101,20180807
115200,99999,PRAHA-LIBUS,EZ,,,50,14.45,303.7,19730101,20180807
115400,99999,HOSIN,EZ,,,49.033,14.483,488,19880301,20030726
115410,99999,CESKE BUDEJOVICE,EZ,,,48.95,14.433,436,19330102,20070227
115460,99999,C. BUDEJOVICE-ROZNOV,EZ,,,48.95,14.467,396.4,20010915,20180807
115820,99999,TABOR,EZ,,,49.417,14.667,444,19520101,19531231
116030,99999,LIBEREC,EZ,,,50.767,15.017,401.5,19370302,20180807
116360,99999,KOSTELNI MYSLOVA,EZ,,,49.167,15.433,572.4,19520101,20180807
116440,99999,ZACLER,EZ,,,50.667,15.917,173,19381117,19411231
116480,99999,HRADEC KRALOVE,EZ,,,50.25,15.85,244,19390317,20030731
116490,99999,HRADEC KRALOVE,EZ,,,50.183,15.833,285,20070226,20070227
116530,99999,SNEZKA,EZ,,,50.733,15.733,1602,20090501,20180807
116580,99999,VESELICE,EZ,,,49.617,15.533,459,19520101,19531231
116590,99999,PRIBYSLAV,EZ,,,49.583,15.767,536.4,19370102,20180807
116830,99999,SVRATOUCH,EZ,,,49.733,16.033,740.4,19770601,20180807
116930,99999,DUKOVANY,EZ,,,49.1,16.133,402,19871001,20180807
117220,99999,BRNO-SOKOLNICE,EZ,,,49.117,16.75,300,19520101,20040607
117240,99999,LICHKOV,EZ,,,50.1,16.683,160,19390221,19420630
117250,99999,DOLNI BENESOV,EZ,,,49.917,18.1,75,19401101,19420630
117350,99999,PRADED MOUNTAIN,EZ,,,50.067,17.233,1492,19370102,20020307
117400,99999,OPAVA,EZ,,,49.933,17.883,267,19370103,19420630
117470,99999,PROSTEJOV,EZ,,,49.45,17.133,216,19391001,20180807
117660,99999,CERVENA,EZ,,,49.783,17.55,753.3,19780608,20180807
117810,99999,NOVY JICIN,EZ,,,49.6,18.017,87,19401001,19420630
118130,99999,BRATISLAVA-LOLIBA,LO,,,48.167,17.117,163.1,20120101,20180807
118410,99999,ZILINA/HRICOV,LO,,,49.233,18.617,311,19750515,20180807
118550,99999,NITRA,LO,,,48.283,18.133,136,19370102,20180807
119000,99999,BAISOARA,RO,,,46.533,23.3,1356,20120501,20180807
119060,99999,LEST,GM,,,48.35,19.317,720,19521106,19531231
119160,99999,CHOPOK,LO,,,48.983,19.6,2007,19730101,20180807
119180,99999,LIESEK,LO,,,49.367,19.683,693,19330301,20180807
119380,99999,TELGART,LO,,,48.85,20.183,906,19780608,20180807
119520,99999,POPRAD-GANOVCE,LO,,,49.033,20.317,703,20000530,20180807
119760,99999,STROPKOV  TISINEC,LO,,,49.217,21.65,217,19780608,20180807
119780,99999,MILHOSTOV,LO,,,48.667,21.733,106,19890103,20180807
119930,99999,KAMENICA NAD CIROCHOU,LO,,,48.933,22,178,19730101,20180807
120010,99999,PETROBALTIC BETA,PL,,,55.467,18.167,46,20141127,20180807
121052,99999,INOWROCLAW,PL,,,52.817,18.333,83,19391109,20180807
121053,99999,LECZYCA,PL,,,52,19.15,150,19880421,20180807
121055,99999,LUBLINEK,PL,,,51.717,19.4,184,19340329,20180807
121060,99999,KOSZALIN ZEGRZE,PL,,,54.033,16.3,72,19740215,20050831
121080,99999,POLANOW,PL,,,54.117,16.683,24,19360102,19420630
121120,99999,BYTOW,PL,,,54.167,17.5,38,19360102,19411231
121250,99999,LEBORK,PL,,,54.55,17.75,41,19530401,20180807
121380,99999,LEBA,PL,,,54.767,17.533,23,19870106,20081017
121390,99999,BIALOGORA,PL,,,54.833,17.933,30,20020601,20081017
121420,99999,OKSYWIE,PL,,,54.567,18.517,70,20020601,20180807
121430,99999,ROZEWIE,PL,,,54.833,18.35,85,20020601,20031004
121470,99999,GORA SZWEDOW,PL,,,54.633,18.817,17,20020601,20081017
121530,99999,GDANSK-NOWY PORT,PL,,,54.4,18.667,16,20020601,20080829
121850,99999,KETRZYN,PL,,,54.067,21.367,110,19520101,20180807
121860,99999,OLECKO,PL,,,54.033,22.517,50,19330102,19421231
122030,99999,MIEDZYZDROJE,PL,,,53.95,14.467,70,20020601,20081017
122060,99999,GOLENIOW,PL,,,53.583,14.9,38,20020105,20050813
122300,99999,PILA,PL,,,53.133,16.75,73,19730101,20131231
122400,99999,BYDGOSZCZ,PL,,,53.083,17.983,71,19730101,19830222
122690,99999,MARWALD,PL,,,53.533,19.95,92,19400201,19420630
122700,99999,MLAWA,PL,,,53.1,20.35,149,19340331,20180807
122730,99999,CIECHANOW,PL,,,52.883,20.633,36,19391108,19421012
122800,99999,MIKOLAJKI,PL,,,53.783,21.583,132,19621105,20180807
122850,99999,OSTROLEKA,PL,,,53.083,21.567,97,19410101,20180807
122950,99999,BIALYSTOK,PL,,,53.1,23.167,151,19310101,20180807
123000,99999,GORZOW WLKP,PL,,,52.75,15.283,73,19520101,20180807
123110,99999,MIEDZYRZECZ,PL,,,52.433,15.55,14,19360101,19411231
123150,99999,WAGROWIEC,PL,,,52.833,17.3,90,19400101,19420630
123310,99999,BEDNERY,PL,,,52.533,17.217,109,19340331,19381231
