usaf,wban,name,country,state,call,lat,lon,elev,begin,end
220140,99999,BOLSHAYA-ZAPADNAYA,RS,,,69.417,32.167,117,19590101,20000316
220190,99999,SEVEROMORSK,RS,,,69.083,33.45,20,19320101,20010430
220280,99999,TERIBERKA,RS,,,69.2,35.117,30,19590101,20180807
220370,99999,DALNE-ZELENETSKAYA,RS,,,69.117,36.067,42,19531001,19891217
221000,99999,VERKHOV'E R LOTTA,RS,,,68.533,28.917,115,19600220,20180719
221050,99999,NIVANKYUL,RS,,,68.35,30.733,90,19590101,20160614
221060,99999,PADUN,RS,,,68.6,31.8,63,19590101,20180807
221140,99999,LOPARSKAYA,RS,,,68.633,33.2,112,19590101,20010430
221490,99999,KACHALOVKA,RS,,,67.983,39.817,149,19320101,19891130
221650,99999,KANIN NOS,RS,,,68.65,43.3,49,19361231,20180807
222040,99999,KOVDOR,RS,,,67.567,30.4,247,19590101,20010902
222050,99999,ENA,RS,,,67.6,31.167,160,19590101,20051127
222320,99999,KOLMYABR,RS,,,67.7,37.117,244,19590101,20040925
222350,99999,KRASNOSCEL'E,RS,,,67.35,37.05,156,19461101,20180807
222490,99999,KANEVKA,RS,,,67.133,39.667,151,19550101,20180807
222590,99999,TERSKO-ORLOVSKAJA,RS,,,67.217,41.333,72,19590101,20011008
223020,99999,NYAM (LAKE),RS,,,66.967,31.467,152,19810101,20010922
223050,99999,ZASHEEK,RS,,,66.25,31.117,119,19630613,20160614
223120,99999,KOVDA,RS,,,66.7,32.883,18,19460307,20180807
223180,99999,LOUHI,RS,,,66.067,33,94,19590101,20030630
223830,99999,NIZHNYAYA PESHA,RS,,,66.733,47.717,13.5,19590101,20180807
224030,99999,KESTEN'GA,RS,,,65.883,31.833,129,19590101,20010908
224080,99999,KALEVALA,RS,,,65.217,31.167,120,19460901,20180807
224160,99999,PILDOZERO,RS,,,65.667,33.483,79.9,19590101,19630209
224290,99999,SOLOVKI,RS,,,65.033,35.7,7.4,19590101,20180807
224380,99999,ZIZGIN,RS,,,65.2,36.817,17,19550701,20180807
224460,99999,ZIMNEGORSKIJ MAJAK,RS,,,65.467,39.733,77,19590101,20180807
224560,99999,KEPINO,RS,,,65.383,41.883,68.6,19590101,20180807
224710,99999,MEZEN',RS,,,65.867,44.217,19,19320101,20180807
224810,99999,MOSEEVO,RS,,,65.767,46.2,42.2,19590101,20180807
224990,99999,BARKOVSKAJA,RS,,,65.233,49.583,155,19590101,19930717
225110,99999,JUSKOZERO,RS,,,64.75,32.117,97,19570703,19931019
225180,99999,RUGOZERO,RS,,,64.083,32.783,159,19590101,20020608
225830,99999,KOJNAS,RS,,,64.75,47.65,64,19320101,20180807
226020,99999,REBOLY,RS,,,63.833,30.817,182,19460201,20180807
226410,99999,ONEGA,RS,,,63.9,38.117,13,19460307,20180807
226480,99999,TURCASOVO,RS,,,63.117,39.233,34,19590101,20180807
226510,99999,KHOLMOGORSKAYA,RS,,,63.8,40.667,85,19590101,20050726
226570,99999,EMCA,RS,,,63.067,40.35,108,19460101,19881008
226760,99999,SURA,RS,,,63.583,45.633,62,19361231,20180807
226860,99999,VENDINGA,RS,,,63.45,47.917,80,19590101,20180807
227070,99999,VYARTSILYA,RS,,,62.183,30.683,102,19010101,20010814
227170,99999,SUOYARVI,RS,,,62.1,32.383,156,19590101,20180807
227250,99999,SHUNGA,RS,,,62.6,34.95,48,19590101,19880614
227270,99999,KONDOPOGA,RS,,,62.167,34.3,38,19590101,20180805
227620,99999,DVINSKIJ BEREZNIK,RS,,,62.817,42.783,34,19590101,20180806
227780,99999,VERHNJAJA TOJMA,RS,,,62.233,45.017,58,19590101,20180807
227980,99999,JARENSK,RS,,,62.167,49.117,92,19480101,20180807
228020,99999,SORTAVALA,RS,,,61.717,30.717,19,19170101,20180807
228050,99999,VALAAM,RS,,,61.367,30.883,16,19590101,20180807
228060,99999,MANTSINSARI ISLAND,RS,,,61.333,31.6,24,19590101,20081205
228140,99999,PALALAKHTA,RS,,,61.633,32.417,93,19590101,19891218
228160,99999,PRIAZA,RS,,,61.683,33.617,133,19590101,19960902
228170,99999,VIDLITSA,RS,,,61.183,32.433,13,19590101,20050727
228310,99999,PUDOZ,RS,,,61.8,36.583,44,19471002,20180807
228450,99999,KARGOPOL',RS,,,61.5,38.933,126,19590101,20180807
228670,99999,VEL'SK,RS,,,61.083,42.067,91,19320101,20180807
228760,99999,KRASNOBORSK,RS,,,61.55,45.933,59.6,19590101,20180807
228830,99999,SLOBODICHIKOVO,RS,,,61.75,48.25,88,19590101,19841007
228960,99999,ROSCINO,RS,,,60.217,29.717,96,19590101,19940916
229130,99999,LODEJNOE POLE,RS,,,60.717,33.55,23,19590101,20180807
229390,99999,BELOZERSK,RS,,,60.017,37.75,131,19320101,20180807
229510,99999,KONOSHA,RS,,,60.983,40.25,226.5,19590101,20180807
229540,99999,VOZEGA,RS,,,60.467,40.2,202,19480101,20180807
229740,99999,NYUKSENITSA,RS,,,60.417,44.217,136.5,19590101,20180807
229880,99999,PODOSINOVETS,RS,,,60.283,47.083,134,19590102,19631226
229960,99999,OB'JACEVO,RS,,,60.367,49.65,152,19590101,20180807
230210,99999,YUGORSKIY SHAR,RS,,,69.817,60.75,13,19570101,19840816
230660,99999,UST PORT /UST ENISEISK,RS,,,69.65,84.4,27.1,19570102,19570629
231140,99999,MYS KONSTANTINOVSKIJ,RS,,,68.533,55.5,6.7,19590101,20180807
231790,99999,SNEZHNOGORSK,RS,,,68.1,87.767,93.8,19730101,20180807
232140,99999,LAYATO (LAKE),RS,,,67.567,56.133,137,19830701,19960330
232150,99999,HOREJ-VER,RS,,,67.433,58.033,71,19590101,20080612
232200,99999,ZELEZNODOROZNY,RS,,,67.833,64.75,116,19590801,20050223
232260,99999,VORKUTA,RS,,,67.483,64.017,172,19530216,20180807
233110,99999,MISVAN,RS,,,66.95,55.767,61,19600101,20010429
233160,99999,ADZVA-VOM,RS,,,66.6,59.283,67,19590101,19891004
233220,99999,SIVOMASKINSKI,RS,,,66.667,62.517,96,19590101,19880805
233240,99999,PETRUN',RS,,,66.433,60.767,62,19590101,20180807
233300,99999,SALEHARD,RS,,,66.533,66.667,16,19320101,20180803
233650,99999,SIDOROVSK,RS,,,66.6,82.5,34,19590103,19941231
233680,99999,MUNGUV,RS,,,66.25,82.167,22,19560103,19630118
233750,99999,KUREJKA RIVER,RS,,,66.417,87.2,27,19590101,20070715
234160,99999,KOSJU RIVER,RS,,,65.633,59.15,89,19590101,20010722
234230,99999,UNSILGORT,RS,,,65.85,65,40,19590101,20021114
234310,99999,PITLYAR,RS,,,65.833,65.933,16.5,19530216,20180807
234430,99999,PANGODY,RS,,,65.833,74.5,51.9,19870601,20180806
234530,99999,URENGOJ,RS,,,65.95,78.4,23.7,19550701,20180807
234630,99999,YANOV-STAN,RS,,,65.983,84.328,40,19570710,20170703
234650,99999,KRASNOSEL' KUPSK,RS,,,65.7,82.45,24.7,19631002,20180807
234720,99999,TURUHANSK,RS,,,65.783,87.989,38,19320106,20180807
234990,99999,TEMBENCHI,RS,,,64.933,98.867,203,19570722,20110308
235010,99999,LEVKINSKAJA,RS,,,64.783,51.067,167,19590101,19961001
235030,99999,IZHMA,RS,,,65.033,53.967,52,19590101,20180807
235040,99999,MICHMAICHMON,RS,,,64.4,51.017,250,19630615,19631223
235090,99999,KEDVA RIVER,RS,,,64.233,53.5,60,19590101,20041117
235160,99999,IJID-PATOK,RS,,,64.333,58.217,84,19630501,19940323
235180,99999,UST'-SUGOR,RS,,,64.267,57.617,75,19480130,20180807
235580,99999,KHARAMPUR,RS,,,64.283,78.15,30,19730101,20021130
235890,99999,TUTONCHANY,RS,,,64.2,93.783,105,19690503,20180807
236090,99999,IZVAJIL,RS,,,63.05,54.467,112,19590101,19970506
236310,99999,BEREZOVO,RS,,,63.933,65.05,32,19320101,20180807
236320,99999,KISLOR WEST,RS,,,63.717,66.7,61,19530216,20020604
236350,99999,YUIL' SK,RS,,,63.667,69.6,85.8,19690101,20180807
236560,99999,HALESOVAYA,RS,,,63.383,78.317,67.1,19600205,20180807
236780,99999,VERHNEIMBATSK,RS,,,63.15,87.95,46,19320107,20180807
236910,99999,UCAMI,RS,,,63.833,96.65,105,19570710,20020807
237010,99999,VESLJANA,RS,,,62.983,50.9,103,19530216,20180807
237040,99999,ZELEZNODOROZNY,RS,,,62.617,50.917,87,19590101,20021016
237070,99999,UST-VYM,RS,,,62.217,50.417,80,19590101,19601224
237090,99999,POMOZDINO,RS,,,62.2,54.2,154,19590101,20010429
237110,99999,TROICKO-PECHERSKOE,RS,,,62.7,56.2,139,19320101,20180806
237230,99999,RUZITGORT,RS,,,62.867,64.967,45,19800402,19891004
237240,99999,NJAKSIMVOL',RS,,,62.433,60.867,51,19530216,20180807
237290,99999,TUZKIN-KURT,RS,,,62.167,64,85,19530216,19700406
237340,99999,OKTJABR'SKOE,RS,,,62.45,66.05,72,19480101,20180807
237410,99999,NIZHNESORTYMSK,RS,,,62.75,71.667,85.5,20120425,20180807
237450,99999,KOCEVJE,RS,,,62.467,73.117,80,19730101,19940927
237740,99999,KELLOG,RS,,,62.483,86.283,60.4,19570710,20180807
237760,99999,BAHTA,RS,,,62.467,89.017,57.1,19590101,20180807
237880,99999,KUZ' MOVKA,RS,,,62.317,92.117,62,19570728,20180807
238070,99999,VIZINGA,RS,,,61.083,50.167,134,19590101,20010429
238080,99999,LOPIDINO-IN-KOMI,RS,,,61.133,52.133,133,19590101,19890928
238200,99999,PIONERSKI,RS,,,61.2,62.95,63,19810101,20020513
238270,99999,BURMANTOVO,RS,,,61.283,60.483,127,19590101,20040812
238470,99999,SYTOMINO,RS,,,61.3,71.3,33.4,19530216,20180807
238620,99999,KORLIKI,RS,,,61.533,82.417,71,19690331,20180807
238830,99999,PEREVALOCHNAYA,RS,,,61.85,93.467,456,19560101,19591128
239040,99999,KAZIM,RS,,,60.333,51.55,126,19590801,20020216
239090,99999,GAJNY,RS,,,60.283,54.35,198,19530216,20180807
239120,99999,NYROB,RS,,,60.7,56.75,173,19590101,20060221
239130,99999,PRIISKOVAYA,RS,,,60.8,58.95,305,19740904,19891014
239140,99999,CHERDYN',RS,,,60.4,56.517,207,19320101,20180807
239150,99999,POLJUDOV KAMEN',RS,,,60.5,57.133,523,19590101,19910227
239230,99999,SUPRA,RS,,,60.867,64.9,81,19690331,20010719
239460,99999,UGUT,RS,,,60.5,74.017,48.1,19530216,20180807
239550,99999,ALEKSANDROVSKOE,RS,,,60.433,77.867,48,19480104,20180807
239660,99999,VANZIL'-KYNAK,RS,,,60.35,84.083,99,19530216,20180807
239730,99999,VOROGOVO,RS,,,61.033,89.633,49,19530216,20180807
239750,99999,SYM,RS,,,60.35,88.367,86,19530216,20180807
240510,99999,SIKTJAH,RS,,,69.917,125.167,38,19690101,19940218
240520,99999,SAHANJA,RS,,,69.75,128.2,315,19690102,19940906
240650,99999,TOMTOR,RS,,,69.5,132.2,99,19810101,19930707
240710,99999,JANGKI-IN-YAKUT,RS,,,69.767,135.067,49,19690101,20020627
240760,99999,DEPUTATSKI,RS,,,69.333,139.667,284.5,19730102,20180807
240950,99999,VORONTSOVO,RS,,,69.583,147.533,16,19690101,19810122
241250,99999,OLENEK,RS,,,68.5,112.433,220,19620101,20180807
241360,99999,SUHANA,RS,,,68.617,118.333,77,19590101,20180807
241660,99999,JANSK,RS,,,68.45,134.8,103,19590102,20010624
241940,99999,BELAYA GORA,RS,,,68.55,146.217,41,20120829,20180807
242570,99999,SOBOPOL-IN-YAKUT,RS,,,67.117,126.117,184,19590101,19790604
243290,99999,SHELAGONTSY,RS,,,66.25,114.283,236,19570701,20180807
243380,99999,EJK,RS,,,66.033,117.4,304.3,19730101,20180807
243960,99999,ARGA,RS,,,66.5,149.783,40,19590101,19931212
244210,99999,AJHAL,RS,,,66,111.533,396,19730101,19890629
244620,99999,SEBYAN-KYUEL',RS,,,65.3,130,777.2,20120829,20180807
244880,99999,BEREZKIN,RS,,,65.25,143.167,503,19600101,19791208
245250,99999,HABARDINO,RS,,,64.6,112.517,251.2,19730518,20180807
245610,99999,SYURYUN-KYUYEL',RS,,,65,130.683,737,19570702,19880627
245840,99999,RAZVEDCHIK,RS,,,64.5,140.667,1013,19590101,19700607
245850,99999,NERA,RS,,,64.55,144.4,518.5,19590101,20180807
245980,99999,DARPIR,RS,,,64.167,148.033,841,19590101,19950920
246430,99999,HATYAYK-HOMO,RS,,,63.95,124.833,76.5,19590101,20180807
246560,99999,BATAMAJ,RS,,,63.517,129.483,79,19480101,20180807
246610,99999,SEGEN-KYUEL',RS,,,64,130.3,208,19590101,20180807
246710,99999,TOMPO,RS,,,63.95,135.867,402,19590101,20180807
246910,99999,DELYANKIR,RS,,,63.833,145.6,800.9,19590101,20180807
247130,99999,NAKANNO,RS,,,62.883,108.433,246,19550701,20070227
247180,99999,HAMAKAR,RS,,,62.1,108.233,272,19570701,20011120
247300,99999,OYUSUT,RS,,,62.833,115.217,156,19590901,19591223
247390,99999,CHAINGDA,RS,,,62.283,119.85,308.2,19590101,20150407
247530,99999,NAMTSY,RS,,,62.733,129.667,89.8,19690101,20180807
247580,99999,BERDIGESTYAH,RS,,,62.267,127.067,231.4,19590101,20180807
247630,99999,KREST-HAL' DZHAY,RS,,,62.817,134.433,114.5,19590101,20180807
247660,99999,YTYK-KJUEL,RS,,,62.467,133.417,120,19590101,20020703
247710,99999,TEPLY KLJUCH,RS,,,62.783,136.85,288.6,19590101,20180807
247840,99999,MUSKHAYA,RS,,,62.6,140.7,2149,19590101,19631231
247960,99999,YAGODNOYE,RS,,,62.533,149.633,504,19590101,19780709
247990,99999,JEK-LONDON (LAKE),RS,,,62.117,149.517,808,19690101,19831230
248020,99999,STRELKA CHUNYA,RS,,,61.733,102.817,358.2,19570722,20180807
248130,99999,MARKHAY,RS,,,61.983,109.767,268,19690102,19800211
248170,99999,ERBOGACEN,RS,,,61.267,108.017,291,19370102,20180807
248430,99999,TONGULAH,RS,,,61.917,124.55,199.1,19590101,20180807
248590,99999,BROLOGYAKHATAT,RS,,,61.283,128.933,118,19590101,20011213
248910,99999,KULU,RS,,,61.883,147.35,670,19590101,20050816
248980,99999,UST' OMCHUG,RS,,,61.117,149.633,574.5,19590101,20180807
249230,99999,LENSK,RS,,,60.717,114.883,234,19480101,20180807
249280,99999,KOMAKA,RS,,,60.267,111.733,298.6,19590101,20180807
249330,99999,KILEER,RS,,,60.95,119.3,249.3,19590101,20180807
249340,99999,NJUJA,RS,,,60.533,116.233,168,19331202,20010814
249440,99999,OLEKMINSK,RS,,,60.4,120.417,229.6,19311231,20180807
249510,99999,ISIT',RS,,,60.817,125.317,118,19331202,20180807
249550,99999,DOBROLET-IN-YAKUT,RS,,,60.517,127.917,468,19590101,19800228
249590,99999,JAKUTSK,RS,,,62.017,129.717,101,19311231,20180807
249620,99999,AMGA,RS,,,60.9,131.983,146,19480101,20180807
249670,99999,TEGYULTYA,RS,,,60.467,130,171,19590101,20180807
249750,99999,YNYKVHAN,RS,,,60.367,137.5,385,20120829,20141111
249820,99999,UEGA,RS,,,60.717,142.783,398,19541122,20180807
249940,99999,NOVVY KHEYDZHAM,RS,,,60.667,145.533,408,19621005,19630906
250340,99999,BUHTA AMBARCIK,RS,,,69.617,162.3,23,19480101,20180807
250420,99999,AJON,RS,,,69.917,167.967,13.7,19550305,20180807
250440,99999,RAUCHUA,RS,,,69.5,166.583,4.6,19550305,20180807
251230,99999,CHERSKIJ,RS,,,68.75,161.283,28,19550305,20180807
251510,99999,CHAUN,RS,,,68.883,170.783,4.7,19590101,20180807
252860,99999,KOLJUCINSKAJA BAY,RS,,,66.833,-174.5,31,19550305,19940308
253350,99999,BAIMKA,RS,,,66.533,164.283,286.3,19690331,20180807
253720,99999,AMGUJEMA,RS,,,67.033,-178.917,138,19590101,20020830
253920,99999,ENURMINO,RS,,,66.933,-171.833,20,19550305,19920509
254000,99999,ZYRYANKA,RS,,,65.733,150.9,43,19460101,20180807
254340,99999,KULYUKA,RS,,,65.433,161.717,610,19730101,20020927
254490,99999,EREPOL,RS,,,65.267,168.667,125,19590101,19890109
254560,99999,UST BELAYA,RS,,,65.483,173.3,23,19590101,19810531
255030,99999,KORKODON,RS,,,64.75,153.967,98,19590101,20180525
255260,99999,KRESTIK,RS,,,64.1,161.033,373,19590101,19780119
256080,99999,KANON-IN-MAGADAN,RS,,,63.4,151.317,686,19590101,19770816
256110,99999,BALYGYCAN RIVER,RS,,,64,154.167,145,19590101,19890225
256270,99999,LABAZNAYA,RS,,,63.3,158.5,709,19590101,20180807
256770,99999,BERINGOVSKAJA,RS,,,63.017,179.283,82,19550305,20141112
257000,99999,EL' GEN (SOVHOZ),RS,,,62.8,150.667,312.4,19590101,20180807
257010,99999,KHATINNAKH,RS,,,62.717,150.017,782,19471231,19831224
257030,99999,SEJMCHAN,RS,,,62.917,152.417,205,19590101,20180807
257450,99999,KAMENSKOE,RS,,,62.483,166.217,40,20090801,20180807
259020,99999,ATKA,RS,,,60.85,151.767,901,19590101,20041002
259040,99999,MADAUN,RS,,,60.6,150.7,521.9,19590101,20180807
259120,99999,MAGADAN NW,RS,,,59.917,150.717,254,19590101,19790221
260290,99999,PAKRI,EN,,,59.383,24.033,26,19591223,20180807
260390,99999,MUSTAMETSA,EN,,,59.45,25.65,70,19590101,19630305
260590,99999,KINGISEPP,RS,,,59.367,28.6,19,19480101,20180807
260640,99999,BEGUNITSY,RS,,,59.583,29.317,160,19590809,19960426
260670,99999,VOLOSOVO,RS,,,59.433,29.5,129,19590101,20160614
260690,99999,BELOGORKA,RS,,,59.35,30.133,90,19590101,20180807
260720,99999,SHLISSEL'BURG,RS,,,59.933,31,17,19590101,20180807
260780,99999,LJUBAN',RS,,,59.35,31.233,39,19480101,20180807
260800,99999,KIRISHI,RS,,,59.45,32.033,26,19831002,20180807
260870,99999,BUDOGOSC,RS,,,59.317,32.483,54,19550101,20021227
260920,99999,SUGOZERO,RS,,,59.95,34.2,91,19590101,19940930
260940,99999,TIHVIN,RS,,,59.65,33.55,61,19320101,20180807
261340,99999,KUUSIKU,EN,,,58.967,24.733,52,19690101,20180807
261440,99999,JOGEVA,EN,,,58.75,26.417,71,20010919,20180807
261450,99999,TILRIKOJA,EN,,,58.867,26.95,34,19550101,20180807
261570,99999,GDOV,RS,,,58.733,27.833,40,19361231,20180807
261610,99999,OS'MINO,RS,,,59.017,29.083,54,19590101,20030106
261790,99999,NOVGOROD,RS,,,58.517,31.25,24,19320101,20180807
261840,99999,MALAYA VISHERA,RS,,,58.85,32.233,61,19880201,20041218
261880,99999,VEREB'YE,RS,,,58.683,32.7,116,19590101,19890919
262470,99999,VALGA,EN,,,57.783,26.033,66,19590101,20180807
262490,99999,VORU,EN,,,57.85,27.017,83,19590101,20180807
262750,99999,STARAYA RUSSA,RS,,,58.017,31.317,25,19550101,20180807
262830,99999,OKULOVKA,RS,,,58.367,33.317,176,19590101,19940618
262980,99999,BOLOGOE,RS,,,57.9,34.03,188,19590807,20180728
263101,99999,STENDE,LG,,,57.167,22.467,70,19550101,19561231
263460,99999,ALUKSNE,LG,,,57.433,27.033,193,19590101,20180807
263480,99999,GULBENE,LG,,,57.133,26.717,143,19480101,20180807
263500,99999,PYTALOVO,RS,,,57.1,27.983,82,19590101,19800527
263550,99999,OSTROV,RS,,,57.35,28.333,55,19460101,19491231
263780,99999,HOLM,RS,,,57.15,31.183,71,19460307,20180807
263810,99999,DEMJANSK,RS,,,57.65,32.467,62,19590101,20180807
263930,99999,VYSNIJ VOLOCEK,RS,,,57.55,34.567,169,19320101,20180807
264140,99999,KAZDANGA,LG,,,56.733,21.733,95,19690101,20040926
264290,99999,BAUSKA,LG,,,56.4,24.217,33,19590101,20180807
264410,99999,MADONA,LG,,,56.883,26.333,251,19590101,19800503
264470,99999,MADONA,LG,,,56.85,26.233,133,20081215,20180807
264590,99999,IDRICA,RS,,,56.317,28.9,139,19480101,20030523
264620,99999,SUSHCHEVO,RS,,,57,29.917,108,19590101,19960513
264780,99999,PSKOV,RS,,,57.783,28.4,47,20040810,20131230
264870,99999,ZAPADNAJA DVINA,RS,,,56.267,32.083,197,19631102,20030615
264980,99999,RZEV,RS,,,56.267,34.317,196,19320101,19990421
264990,99999,STARITSA,RS,,,56.5,34.933,186,20010915,20180807
265030,99999,RUCAVA,LG,,,56.15,21.167,19,19590101,19801013
265150,99999,TELSIAI,LH,,,55.967,22.25,152,19590101,20150401
265180,99999,LAUKUVA,LH,,,55.617,22.233,166,19590101,20180807
265440,99999,DAUGAVPILS,LG,,,55.867,26.617,122,19550101,20180807
265660,99999,YEZERISHCHE,BO,,,55.833,29.983,171,19730101,19820525
265780,99999,VELIZH,RS,,,55.617,31.183,166,19460103,20180802
265850,99999,BELYJ,RS,,,55.85,32.95,222,19480101,20180807
265950,99999,SYCHEVKA,RS,,,55.833,34.283,200,19590710,19961012
266210,99999,RASEINIAI,LH,,,55.4,23.15,110.5,19590101,20150330
266290,99999,KAUNAS,LH,,,54.883,23.833,77,19310106,20180807
266330,99999,UTENA,LH,,,55.517,25.583,105.7,19590101,20180807
266360,99999,SVENCIONYS,LH,,,55.15,26.167,222.3,20140701,20150311
266450,99999,LYNTUPY,BO,,,55.05,26.317,212,19610208,20180807
266490,99999,BUDSLAV,BO,,,54.817,27.533,177,19730101,20020518
266530,99999,POLOTSK,BO,,,55.467,28.767,133,19610207,20180807
266590,99999,LEPEL,BO,,,54.883,28.7,174,19590101,20180807
266661,99999,GRODNO,BO,,,53.6,24.533,138,19340329,20180807
267050,99999,BAGRATIONOVSK,RS,,,54.4,20.633,55,19590102,19631231
267130,99999,KYBARTAI,LH,,,54.65,22.8,59.4,19330102,20140908
267140,99999,MARIJAMPOLE,LH,,,54.533,23.35,86,20130813,20150328
267320,99999,VILNIUS,LH,,,54.633,25.283,196,20010705,20020920
267450,99999,VILEYKA,BO,,,54.483,26.9,183,19610209,20050312
267480,99999,MOLODECNO,BO,,,54.317,26.883,155,19600208,20170305
267640,99999,SLAVNOYE,BO,,,54.3,29.433,193,19610220,19771012
267740,99999,GORKI,BO,,,54.3,30.933,205,19320101,20180807
267810,99999,SMOLENSK,BO,,,54.75,32.067,239,19361231,20180720
267840,99999,POCHINOK,RS,,,54.417,32.433,201,19881201,20180731
268340,99999,SCUCIN,BO,,,53.65,24.8,178,19730101,20021205
268360,99999,NOVOGRUDOK,BO,,,53.6,25.85,280,19600108,20170305
268530,99999,BEREZINO,BO,,,53.833,28.983,154,19600401,20180807
268630,99999,MOGILEV,BO,,,53.95,30.067,192,19570101,20131231
268640,99999,KLICHEV,BO,,,53.5,29.333,155,19610203,20180807
268940,99999,ZUKOVKA,RS,,,53.533,33.75,177,19320102,20180807
269230,99999,VOLKOVYSK,BO,,,53.17,24.45,183,19600307,20160614
269380,99999,IVACEVICI,BO,,,52.72,25.35,156,19590101,20160614
269390,99999,BEREZOVKA,BO,,,53.017,25.75,176,19340502,19381231
269410,99999,BARANOVICHI,BO,,,53.117,26,193,19550101,20180807
269500,99999,URECH'YE,BO,,,52.95,27.883,146,19610623,20081127
269510,99999,SLUTSK,BO,,,53.033,27.55,162,19590101,20180807
269610,99999,BOBRUISK,BO,,,53.217,29.127,156,19550101,20180807
269660,99999,ZHLOBIN,BO,,,52.9,30.033,142,19610203,20180807
269740,99999,CECERSK,BO,,,52.917,30.9,142,19600101,20040520
269760,99999,KRASNAJA GORA,RS,,,53.017,31.6,148,19530217,20180807
269860,99999,POCHEP,RS,,,52.933,33.45,157,19591219,19630630
269970,99999,TRUBCHEVSK,RS,,,52.583,33.767,178,19550101,20180807
270080,99999,BABAEVO,RS,,,59.4,35.9,137,19361231,20180807
270260,99999,KOROBOVO,RS,,,59.6,39.167,133,19590101,20180227
270660,99999,NIKOL'SK,RS,,,59.533,45.467,143,19480101,20180807
270830,99999,OPARINO,RS,,,59.85,48.283,180,19480101,20180807
271080,99999,OHONY,RS,,,58.567,35.633,145,19590101,20180807
271640,99999,KOLOGRIV,RS,,,58.817,44.317,151.2,19590103,20180611
271760,99999,VOHMA,RS,,,58.933,46.767,159.2,20120229,20180806
271990,99999,KIROV,RS,,,58.567,49.567,158,19940802,20180807
272080,99999,MAKSATIKHA,RS,,,57.8,35.883,142,19881201,20180806
272120,99999,KES'MA,RS,,,58.4,37.067,183,19881201,19891216
272170,99999,BEZECK,RS,,,57.8,36.7,147,19590101,20010306
272230,99999,POSHEHON'E,RS,,,58.483,39.133,117.8,20120229,20180807
272250,99999,RYBINSK,RS,,,58.1,38.683,105,19360101,20180807
272420,99999,BUJ,RS,,,58.483,41.533,103,19460102,20180807
272710,99999,SAR'JA,RS,,,58.367,45.533,125,19361231,20180807
272770,99999,VETLUGA,RS,,,57.85,45.767,136,19590101,20180807
272830,99999,KOTEL'NIC,RS,,,58.3,48.35,127,19840511,20180807
272960,99999,KUMENY,RS,,,58.1,49.917,177.1,19590814,20180807
273050,99999,RAMESHKL,RS,,,57.35,36.05,155,19881201,19890617
273210,99999,UGLIC,RS,,,57.5,38.3,122,19320101,20180726
273290,99999,ROSTOV,RS,,,57.2,39.417,101,19460401,20180807
273310,99999,JAROSLAVL',RS,,,57.633,39.75,129,19690101,19800119
273330,99999,KOSTROMA,RS,,,57.733,40.783,126,19590101,20180807
273460,99999,KINESHMA,RS,,,57.417,42.183,128,19840511,19840513
273490,99999,LUKH,RS,,,57.017,42.267,150,19590101,19840514
273550,99999,JUR'EVEC,RS,,,57.333,43.117,132,19550301,20180807
273700,99999,ARYA,RS,,,57.5,45.967,130,20010808,20010808
273730,99999,SAKUN'JA,RS,,,57.667,46.633,175,19550301,20180807
274015,99999,TVER,RS,,,56.825,35.758,143,20070822,20071228
274120,99999,SAVELOVO,RS,,,56.867,37.383,124,19640401,20030810
274170,99999,KLIN,RS,,,56.35,36.75,167,19840511,20180701
274550,99999,PUREKH,RS,,,56.65,43.05,115.8,19590101,19631231
274620,99999,SEMENOV,RS,,,56.733,44.517,118,19590101,19631229
274790,99999,KOZ'MODEM'JANSK,RS,,,56.333,46.583,107,19550301,20180807
274980,99999,MORKI,RS,,,56.467,49,130,19590101,19840519
275070,99999,GAGARIN,RS,,,55.517,35.033,194,19590101,20180807
275110,99999,NOVO-JERUSALIM,RS,,,55.9,36.817,162,19590102,20180807
275195,99999,RYZAN/DYAGILEVO,RS,,,55.65,39.567,131,19770803,19830706
275230,99999,PAVLOVSKIJ POSAD,RS,,,55.767,38.683,135,19590101,20180802
275280,99999,KUROVSKOYE SOUTH,RS,,,55.533,38.95,133,19600128,19620222
275390,99999,GUS'-HRUSTAL'NYJ,RS,,,55.6,40.65,136,19590101,20180716
275490,99999,MUROM,RS,,,55.6,42.033,119,20011119,20030228
275550,99999,PAVLOVO,RS,,,55.967,43.083,100,19590101,20020605
275770,99999,SERGAC,RS,,,55.533,45.5,125,19640303,20180807
275810,99999,CEBOKSARY,RS,,,56.083,47.333,163,19590101,19780801
275870,99999,KANAS,RS,,,55.517,47.467,183,19590101,19840514
276040,99999,IZNOSKI,RS,,,54.983,35.317,213,19881201,19891030
276060,99999,MALOJAROSLAVEC,RS,,,55.017,36.483,197,19600116,20180807
276110,99999,NARO-FOMINSK,RS,,,55.383,36.7,193,19590101,20180807
276120,99999,MOSKVA VDNH (DOLGOPRUDNYJ),RS,,,55.833,37.617,200,19320101,20180807
276230,99999,YEGORYEVSK,RS,,,55.383,39.033,143,19630601,19630630
276250,99999,KOLOMNA,RS,,,55.133,38.733,114,19590101,20040813
276270,99999,KASIRA,RS,,,54.833,38.15,221,19590823,20180707
276830,99999,BOLSHIYE KAYBITSY,RS,,,55.417,48.25,127,19740820,19870705
276930,99999,LAISEVO,RS,,,55.433,49.533,61,19621011,19870517
